date,ndc,drug_name,category,rx_fill_count,units_dispensed
2025-10-13,57237-0271-01,Doxycycline 100mg,seasonal,4,70
2025-10-13,57237-0281-01,Cephalexin 500mg,seasonal,7,82
2025-10-13,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,3,38
2025-10-13,57237-0301-01,Promethazine 25mg,seasonal,4,64
2025-10-13,57237-0311-01,Ondansetron 4mg,seasonal,2,27
2025-10-13,57237-0401-01,Ibuprofen 600mg,other,8,300
2025-10-13,57237-0402-01,Ibuprofen 800mg,other,7,360
2025-10-13,57237-0411-01,Cyclobenzaprine 10mg,other,5,120
2025-10-13,57237-0421-01,Tramadol 50mg,other,7,270
2025-10-13,57237-0431-01,Oxycodone/APAP 5/325mg,other,2,50
2025-10-13,57237-0441-01,Methylprednisolone 4mg,other,3,63
2025-10-13,57237-0451-01,Clonazepam 0.5mg,other,2,120
2025-10-13,57237-0461-01,Alprazolam 0.5mg,other,3,210
2025-10-13,57237-0471-01,Zolpidem 10mg,other,8,240
2025-10-13,57237-0481-01,Hydroxyzine 25mg,other,6,270
2025-10-13,57237-0491-01,Linaclotide 145mcg,other,3,150
2025-10-13,57237-0501-01,Insulin Glargine U-100,other,7,11
2025-10-13,57237-0511-01,Insulin Aspart U-100,other,6,12
2025-10-13,57237-0521-01,Methotrexate 2.5mg,other,2,12
2025-10-13,57237-0531-01,Allopurinol 300mg,other,9,570
2025-10-13,57237-0541-01,Colchicine 0.6mg,other,1,60
2025-10-13,57237-0551-01,Finasteride 5mg,other,8,540
2025-10-13,57237-0561-01,Sildenafil 50mg,other,2,42
2025-10-13,57237-0581-01,Quetiapine 25mg,other,2,60
2025-10-13,57237-0591-01,Aripiprazole 10mg,other,3,90
2025-10-13,57237-0601-01,Duloxetine 30mg,other,4,240
2025-10-13,57237-0611-01,Venlafaxine ER 75mg,other,4,240
2025-10-13,57237-0621-01,Memantine 10mg,other,5,240
2025-10-13,57237-0631-01,Donepezil 10mg,other,6,180
2025-10-13,57237-0641-01,Rosuvastatin 20mg,other,8,420
2025-10-13,57237-0651-01,Ezetimibe 10mg,other,2,120
2025-10-13,57237-0661-01,Clopidogrel 75mg,other,5,150
2025-10-13,57237-0671-01,Warfarin 5mg,other,6,420
2025-10-13,57237-0681-01,Rivaroxaban 20mg,other,5,330
2025-10-13,57237-0691-01,Apixaban 5mg,other,3,180
2025-10-13,57237-0701-01,Spironolactone 25mg,other,2,120
2025-10-13,57237-0711-01,Clindamycin 300mg,other,7,168
2025-10-13,57237-0721-01,Nitrofurantoin 100mg,other,3,28
2025-10-13,57237-0731-01,Ciprofloxacin 500mg,other,2,20
2025-10-13,57237-0741-01,Metronidazole 500mg,other,3,63
2025-10-13,57237-0751-01,Valacyclovir 500mg,other,8,217
2025-10-13,57237-0761-01,Acyclovir 400mg,other,3,44
2025-10-13,57237-0771-01,Fluconazole 150mg,other,1,1
2025-10-13,57237-0781-01,Nystatin Oral Susp,other,1,1
2025-10-13,57237-0791-01,Latanoprost 0.005%,other,3,3
2025-10-13,57237-0801-01,Timolol 0.5% Eye,other,5,5
2025-10-13,57237-0811-01,Metoclopramide 10mg,other,2,60
2025-10-13,57237-0821-01,Dicyclomine 20mg,other,4,180
2025-10-13,57237-0831-01,Famotidine 40mg,other,5,330
2025-10-13,57237-0841-01,Lactulose Solution,other,1,1
2025-10-13,57237-0851-01,Polyethylene Glycol 3350,other,4,4
2025-10-13,57237-0861-01,Testosterone Cypionate,other,1,1
2025-10-13,57237-0871-01,Progesterone 200mg,other,6,180
2025-10-13,57237-0881-01,Estradiol 1mg,other,1,30
2025-10-13,57237-0891-01,Norethindrone/EE,other,4,112
2025-10-14,57237-0001-01,Metformin 500mg,chronic,19,990
2025-10-14,57237-0002-01,Metformin 1000mg,chronic,19,1410
2025-10-14,57237-0011-01,Lisinopril 10mg,chronic,19,1110
2025-10-14,57237-0012-01,Lisinopril 20mg,chronic,11,630
2025-10-14,57237-0021-01,Atorvastatin 20mg,chronic,16,960
2025-10-14,57237-0022-01,Atorvastatin 40mg,chronic,7,510
2025-10-14,57237-0031-01,Amlodipine 5mg,chronic,21,1290
2025-10-14,57237-0032-01,Amlodipine 10mg,chronic,10,660
2025-10-14,57237-0041-01,Omeprazole 20mg,chronic,24,1620
2025-10-14,57237-0042-01,Omeprazole 40mg,chronic,13,570
2025-10-14,57237-0051-01,Losartan 50mg,chronic,18,840
2025-10-14,57237-0052-01,Losartan 100mg,chronic,12,720
2025-10-14,57237-0061-01,Gabapentin 300mg,chronic,8,720
2025-10-14,57237-0062-01,Gabapentin 600mg,chronic,10,900
2025-10-14,57237-0071-01,Levothyroxine 50mcg,chronic,10,660
2025-10-14,57237-0072-01,Levothyroxine 100mcg,chronic,6,420
2025-10-14,57237-0081-01,Metoprolol 25mg,chronic,18,960
2025-10-14,57237-0082-01,Metoprolol 50mg,chronic,11,630
2025-10-14,57237-0091-01,Sertraline 50mg,chronic,6,360
2025-10-14,57237-0092-01,Sertraline 100mg,chronic,8,480
2025-10-14,57237-0101-01,Escitalopram 10mg,chronic,13,750
2025-10-14,57237-0111-01,Bupropion SR 150mg,chronic,7,510
2025-10-14,57237-0121-01,Hydrochlorothiazide 25mg,chronic,10,420
2025-10-14,57237-0131-01,Furosemide 40mg,chronic,6,360
2025-10-14,57237-0141-01,Carvedilol 6.25mg,chronic,6,420
2025-10-14,57237-0151-01,Pantoprazole 40mg,chronic,15,930
2025-10-14,57237-0161-01,Montelukast 10mg,chronic,14,900
2025-10-14,57237-0171-01,Glipizide 5mg,chronic,6,360
2025-10-14,57237-0181-01,Tamsulosin 0.4mg,chronic,6,240
2025-10-14,57237-0191-01,Alendronate 70mg,chronic,6,48
2025-10-14,57237-0201-01,Amoxicillin 500mg,seasonal,4,66
2025-10-14,57237-0202-01,Amoxicillin 875mg,seasonal,3,34
2025-10-14,57237-0211-01,Azithromycin 250mg,seasonal,3,18
2025-10-14,57237-0221-01,Albuterol Inhaler,seasonal,16,16
2025-10-14,57237-0231-01,Oseltamivir 75mg,seasonal,3,30
2025-10-14,57237-0241-01,Cetirizine 10mg,seasonal,14,660
2025-10-14,57237-0242-01,Loratadine 10mg,seasonal,13,750
2025-10-14,57237-0243-01,Fexofenadine 180mg,seasonal,8,540
2025-10-14,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,11,11
2025-10-14,57237-0261-01,Prednisone 20mg,seasonal,7,62
2025-10-14,57237-0271-01,Doxycycline 100mg,seasonal,5,84
2025-10-14,57237-0281-01,Cephalexin 500mg,seasonal,3,34
2025-10-14,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,3,38
2025-10-14,57237-0301-01,Promethazine 25mg,seasonal,3,36
2025-10-14,57237-0311-01,Ondansetron 4mg,seasonal,5,63
2025-10-14,57237-0401-01,Ibuprofen 600mg,other,6,270
2025-10-14,57237-0402-01,Ibuprofen 800mg,other,4,210
2025-10-14,57237-0411-01,Cyclobenzaprine 10mg,other,8,180
2025-10-14,57237-0421-01,Tramadol 50mg,other,8,330
2025-10-14,57237-0431-01,Oxycodone/APAP 5/325mg,other,3,60
2025-10-14,57237-0441-01,Methylprednisolone 4mg,other,6,126
2025-10-14,57237-0451-01,Clonazepam 0.5mg,other,2,60
2025-10-14,57237-0461-01,Alprazolam 0.5mg,other,2,120
2025-10-14,57237-0471-01,Zolpidem 10mg,other,5,150
2025-10-14,57237-0481-01,Hydroxyzine 25mg,other,6,210
2025-10-14,57237-0491-01,Linaclotide 145mcg,other,4,240
2025-10-14,57237-0501-01,Insulin Glargine U-100,other,1,3
2025-10-14,57237-0511-01,Insulin Aspart U-100,other,4,12
2025-10-14,57237-0521-01,Methotrexate 2.5mg,other,1,8
2025-10-14,57237-0531-01,Allopurinol 300mg,other,3,210
2025-10-14,57237-0541-01,Colchicine 0.6mg,other,2,120
2025-10-14,57237-0551-01,Finasteride 5mg,other,8,480
2025-10-14,57237-0561-01,Sildenafil 50mg,other,6,96
2025-10-14,57237-0571-01,Topiramate 25mg,other,1,30
2025-10-14,57237-0581-01,Quetiapine 25mg,other,4,180
2025-10-14,57237-0591-01,Aripiprazole 10mg,other,2,60
2025-10-14,57237-0601-01,Duloxetine 30mg,other,4,120
2025-10-14,57237-0611-01,Venlafaxine ER 75mg,other,5,330
2025-10-14,57237-0621-01,Memantine 10mg,other,2,60
2025-10-14,57237-0631-01,Donepezil 10mg,other,6,180
2025-10-14,57237-0641-01,Rosuvastatin 20mg,other,13,570
2025-10-14,57237-0651-01,Ezetimibe 10mg,other,4,240
2025-10-14,57237-0661-01,Clopidogrel 75mg,other,2,120
2025-10-14,57237-0671-01,Warfarin 5mg,other,1,30
2025-10-14,57237-0681-01,Rivaroxaban 20mg,other,8,600
2025-10-14,57237-0691-01,Apixaban 5mg,other,6,360
2025-10-14,57237-0701-01,Spironolactone 25mg,other,3,150
2025-10-14,57237-0721-01,Nitrofurantoin 100mg,other,5,56
2025-10-14,57237-0731-01,Ciprofloxacin 500mg,other,4,56
2025-10-14,57237-0741-01,Metronidazole 500mg,other,5,84
2025-10-14,57237-0751-01,Valacyclovir 500mg,other,5,104
2025-10-14,57237-0761-01,Acyclovir 400mg,other,2,37
2025-10-14,57237-0771-01,Fluconazole 150mg,other,1,1
2025-10-14,57237-0781-01,Nystatin Oral Susp,other,3,3
2025-10-14,57237-0791-01,Latanoprost 0.005%,other,2,2
2025-10-14,57237-0801-01,Timolol 0.5% Eye,other,3,3
2025-10-14,57237-0811-01,Metoclopramide 10mg,other,5,150
2025-10-14,57237-0821-01,Dicyclomine 20mg,other,4,210
2025-10-14,57237-0831-01,Famotidine 40mg,other,4,300
2025-10-14,57237-0841-01,Lactulose Solution,other,1,1
2025-10-14,57237-0851-01,Polyethylene Glycol 3350,other,6,6
2025-10-14,57237-0861-01,Testosterone Cypionate,other,4,4
2025-10-14,57237-0871-01,Progesterone 200mg,other,2,60
2025-10-14,57237-0881-01,Estradiol 1mg,other,4,240
2025-10-14,57237-0891-01,Norethindrone/EE,other,5,140
2025-10-15,57237-0001-01,Metformin 500mg,chronic,35,2190
2025-10-15,57237-0002-01,Metformin 1000mg,chronic,20,1080
2025-10-15,57237-0011-01,Lisinopril 10mg,chronic,27,1830
2025-10-15,57237-0012-01,Lisinopril 20mg,chronic,20,1140
2025-10-15,57237-0021-01,Atorvastatin 20mg,chronic,20,1320
2025-10-15,57237-0022-01,Atorvastatin 40mg,chronic,9,510
2025-10-15,57237-0031-01,Amlodipine 5mg,chronic,29,1710
2025-10-15,57237-0032-01,Amlodipine 10mg,chronic,7,510
2025-10-15,57237-0041-01,Omeprazole 20mg,chronic,18,1080
2025-10-15,57237-0042-01,Omeprazole 40mg,chronic,10,540
2025-10-15,57237-0051-01,Losartan 50mg,chronic,19,1170
2025-10-15,57237-0052-01,Losartan 100mg,chronic,9,630
2025-10-15,57237-0061-01,Gabapentin 300mg,chronic,19,1710
2025-10-15,57237-0062-01,Gabapentin 600mg,chronic,8,720
2025-10-15,57237-0071-01,Levothyroxine 50mcg,chronic,17,1230
2025-10-15,57237-0072-01,Levothyroxine 100mcg,chronic,9,570
2025-10-15,57237-0081-01,Metoprolol 25mg,chronic,22,1560
2025-10-15,57237-0082-01,Metoprolol 50mg,chronic,17,1110
2025-10-15,57237-0091-01,Sertraline 50mg,chronic,20,900
2025-10-15,57237-0092-01,Sertraline 100mg,chronic,9,390
2025-10-15,57237-0101-01,Escitalopram 10mg,chronic,10,720
2025-10-15,57237-0111-01,Bupropion SR 150mg,chronic,17,1110
2025-10-15,57237-0121-01,Hydrochlorothiazide 25mg,chronic,11,570
2025-10-15,57237-0131-01,Furosemide 40mg,chronic,8,420
2025-10-15,57237-0141-01,Carvedilol 6.25mg,chronic,8,570
2025-10-15,57237-0151-01,Pantoprazole 40mg,chronic,8,540
2025-10-15,57237-0161-01,Montelukast 10mg,chronic,26,1680
2025-10-15,57237-0171-01,Glipizide 5mg,chronic,12,720
2025-10-15,57237-0181-01,Tamsulosin 0.4mg,chronic,11,690
2025-10-15,57237-0191-01,Alendronate 70mg,chronic,10,96
2025-10-15,57237-0201-01,Amoxicillin 500mg,seasonal,6,101
2025-10-15,57237-0202-01,Amoxicillin 875mg,seasonal,4,52
2025-10-15,57237-0211-01,Azithromycin 250mg,seasonal,6,36
2025-10-15,57237-0221-01,Albuterol Inhaler,seasonal,19,19
2025-10-15,57237-0231-01,Oseltamivir 75mg,seasonal,1,10
2025-10-15,57237-0241-01,Cetirizine 10mg,seasonal,12,480
2025-10-15,57237-0242-01,Loratadine 10mg,seasonal,14,780
2025-10-15,57237-0243-01,Fexofenadine 180mg,seasonal,5,270
2025-10-15,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,9,9
2025-10-15,57237-0261-01,Prednisone 20mg,seasonal,6,47
2025-10-15,57237-0271-01,Doxycycline 100mg,seasonal,6,98
2025-10-15,57237-0281-01,Cephalexin 500mg,seasonal,7,78
2025-10-15,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,5,54
2025-10-15,57237-0301-01,Promethazine 25mg,seasonal,8,112
2025-10-15,57237-0311-01,Ondansetron 4mg,seasonal,6,90
2025-10-15,57237-0401-01,Ibuprofen 600mg,other,12,570
2025-10-15,57237-0402-01,Ibuprofen 800mg,other,8,360
2025-10-15,57237-0411-01,Cyclobenzaprine 10mg,other,7,135
2025-10-15,57237-0421-01,Tramadol 50mg,other,8,330
2025-10-15,57237-0431-01,Oxycodone/APAP 5/325mg,other,3,90
2025-10-15,57237-0441-01,Methylprednisolone 4mg,other,11,231
2025-10-15,57237-0451-01,Clonazepam 0.5mg,other,7,270
2025-10-15,57237-0461-01,Alprazolam 0.5mg,other,5,270
2025-10-15,57237-0471-01,Zolpidem 10mg,other,4,120
2025-10-15,57237-0481-01,Hydroxyzine 25mg,other,6,240
2025-10-15,57237-0491-01,Linaclotide 145mcg,other,3,150
2025-10-15,57237-0501-01,Insulin Glargine U-100,other,6,10
2025-10-15,57237-0511-01,Insulin Aspart U-100,other,4,8
2025-10-15,57237-0521-01,Methotrexate 2.5mg,other,3,20
2025-10-15,57237-0531-01,Allopurinol 300mg,other,7,450
2025-10-15,57237-0541-01,Colchicine 0.6mg,other,11,480
2025-10-15,57237-0551-01,Finasteride 5mg,other,5,330
2025-10-15,57237-0561-01,Sildenafil 50mg,other,3,24
2025-10-15,57237-0571-01,Topiramate 25mg,other,4,240
2025-10-15,57237-0581-01,Quetiapine 25mg,other,9,570
2025-10-15,57237-0591-01,Aripiprazole 10mg,other,4,120
2025-10-15,57237-0601-01,Duloxetine 30mg,other,4,300
2025-10-15,57237-0611-01,Venlafaxine ER 75mg,other,8,480
2025-10-15,57237-0621-01,Memantine 10mg,other,3,90
2025-10-15,57237-0631-01,Donepezil 10mg,other,7,210
2025-10-15,57237-0641-01,Rosuvastatin 20mg,other,11,630
2025-10-15,57237-0651-01,Ezetimibe 10mg,other,3,210
2025-10-15,57237-0661-01,Clopidogrel 75mg,other,6,360
2025-10-15,57237-0671-01,Warfarin 5mg,other,9,630
2025-10-15,57237-0681-01,Rivaroxaban 20mg,other,3,210
2025-10-15,57237-0691-01,Apixaban 5mg,other,5,300
2025-10-15,57237-0701-01,Spironolactone 25mg,other,4,240
2025-10-15,57237-0711-01,Clindamycin 300mg,other,6,147
2025-10-15,57237-0721-01,Nitrofurantoin 100mg,other,1,14
2025-10-15,57237-0731-01,Ciprofloxacin 500mg,other,8,88
2025-10-15,57237-0741-01,Metronidazole 500mg,other,1,14
2025-10-15,57237-0751-01,Valacyclovir 500mg,other,4,51
2025-10-15,57237-0761-01,Acyclovir 400mg,other,1,7
2025-10-15,57237-0771-01,Fluconazole 150mg,other,2,2
2025-10-15,57237-0781-01,Nystatin Oral Susp,other,3,3
2025-10-15,57237-0791-01,Latanoprost 0.005%,other,8,8
2025-10-15,57237-0801-01,Timolol 0.5% Eye,other,2,2
2025-10-15,57237-0811-01,Metoclopramide 10mg,other,3,90
2025-10-15,57237-0821-01,Dicyclomine 20mg,other,10,420
2025-10-15,57237-0831-01,Famotidine 40mg,other,8,360
2025-10-15,57237-0841-01,Lactulose Solution,other,2,2
2025-10-15,57237-0851-01,Polyethylene Glycol 3350,other,5,5
2025-10-15,57237-0861-01,Testosterone Cypionate,other,5,5
2025-10-15,57237-0881-01,Estradiol 1mg,other,2,60
2025-10-15,57237-0891-01,Norethindrone/EE,other,9,252
2025-10-16,57237-0001-01,Metformin 500mg,chronic,25,1350
2025-10-16,57237-0002-01,Metformin 1000mg,chronic,12,780
2025-10-16,57237-0011-01,Lisinopril 10mg,chronic,22,1260
2025-10-16,57237-0012-01,Lisinopril 20mg,chronic,12,900
2025-10-16,57237-0021-01,Atorvastatin 20mg,chronic,28,1560
2025-10-16,57237-0022-01,Atorvastatin 40mg,chronic,15,810
2025-10-16,57237-0031-01,Amlodipine 5mg,chronic,22,1500
2025-10-16,57237-0032-01,Amlodipine 10mg,chronic,12,780
2025-10-16,57237-0041-01,Omeprazole 20mg,chronic,25,1290
2025-10-16,57237-0042-01,Omeprazole 40mg,chronic,11,570
2025-10-16,57237-0051-01,Losartan 50mg,chronic,13,810
2025-10-16,57237-0052-01,Losartan 100mg,chronic,17,1110
2025-10-16,57237-0061-01,Gabapentin 300mg,chronic,7,630
2025-10-16,57237-0062-01,Gabapentin 600mg,chronic,7,630
2025-10-16,57237-0071-01,Levothyroxine 50mcg,chronic,21,1410
2025-10-16,57237-0072-01,Levothyroxine 100mcg,chronic,15,870
2025-10-16,57237-0081-01,Metoprolol 25mg,chronic,21,1290
2025-10-16,57237-0082-01,Metoprolol 50mg,chronic,17,930
2025-10-16,57237-0091-01,Sertraline 50mg,chronic,16,840
2025-10-16,57237-0092-01,Sertraline 100mg,chronic,8,660
2025-10-16,57237-0101-01,Escitalopram 10mg,chronic,9,510
2025-10-16,57237-0111-01,Bupropion SR 150mg,chronic,15,750
2025-10-16,57237-0121-01,Hydrochlorothiazide 25mg,chronic,16,1020
2025-10-16,57237-0131-01,Furosemide 40mg,chronic,11,450
2025-10-16,57237-0141-01,Carvedilol 6.25mg,chronic,7,540
2025-10-16,57237-0151-01,Pantoprazole 40mg,chronic,19,1050
2025-10-16,57237-0161-01,Montelukast 10mg,chronic,25,1530
2025-10-16,57237-0171-01,Glipizide 5mg,chronic,10,540
2025-10-16,57237-0181-01,Tamsulosin 0.4mg,chronic,6,480
2025-10-16,57237-0191-01,Alendronate 70mg,chronic,4,40
2025-10-16,57237-0201-01,Amoxicillin 500mg,seasonal,6,94
2025-10-16,57237-0202-01,Amoxicillin 875mg,seasonal,1,14
2025-10-16,57237-0211-01,Azithromycin 250mg,seasonal,4,24
2025-10-16,57237-0221-01,Albuterol Inhaler,seasonal,9,9
2025-10-16,57237-0231-01,Oseltamivir 75mg,seasonal,1,10
2025-10-16,57237-0241-01,Cetirizine 10mg,seasonal,14,780
2025-10-16,57237-0242-01,Loratadine 10mg,seasonal,12,660
2025-10-16,57237-0243-01,Fexofenadine 180mg,seasonal,10,600
2025-10-16,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,7,7
2025-10-16,57237-0261-01,Prednisone 20mg,seasonal,5,39
2025-10-16,57237-0271-01,Doxycycline 100mg,seasonal,10,154
2025-10-16,57237-0281-01,Cephalexin 500mg,seasonal,4,48
2025-10-16,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,5,62
2025-10-16,57237-0301-01,Promethazine 25mg,seasonal,3,60
2025-10-16,57237-0311-01,Ondansetron 4mg,seasonal,7,90
2025-10-16,57237-0401-01,Ibuprofen 600mg,other,8,360
2025-10-16,57237-0402-01,Ibuprofen 800mg,other,9,450
2025-10-16,57237-0411-01,Cyclobenzaprine 10mg,other,8,180
2025-10-16,57237-0421-01,Tramadol 50mg,other,9,390
2025-10-16,57237-0431-01,Oxycodone/APAP 5/325mg,other,4,120
2025-10-16,57237-0441-01,Methylprednisolone 4mg,other,2,42
2025-10-16,57237-0451-01,Clonazepam 0.5mg,other,3,210
2025-10-16,57237-0461-01,Alprazolam 0.5mg,other,1,30
2025-10-16,57237-0471-01,Zolpidem 10mg,other,1,30
2025-10-16,57237-0481-01,Hydroxyzine 25mg,other,3,150
2025-10-16,57237-0491-01,Linaclotide 145mcg,other,6,300
2025-10-16,57237-0501-01,Insulin Glargine U-100,other,1,1
2025-10-16,57237-0511-01,Insulin Aspart U-100,other,6,8
2025-10-16,57237-0521-01,Methotrexate 2.5mg,other,5,28
2025-10-16,57237-0531-01,Allopurinol 300mg,other,6,300
2025-10-16,57237-0541-01,Colchicine 0.6mg,other,4,180
2025-10-16,57237-0551-01,Finasteride 5mg,other,6,480
2025-10-16,57237-0561-01,Sildenafil 50mg,other,3,66
2025-10-16,57237-0571-01,Topiramate 25mg,other,5,270
2025-10-16,57237-0581-01,Quetiapine 25mg,other,5,330
2025-10-16,57237-0591-01,Aripiprazole 10mg,other,8,240
2025-10-16,57237-0601-01,Duloxetine 30mg,other,6,360
2025-10-16,57237-0611-01,Venlafaxine ER 75mg,other,1,90
2025-10-16,57237-0621-01,Memantine 10mg,other,7,240
2025-10-16,57237-0631-01,Donepezil 10mg,other,3,90
2025-10-16,57237-0641-01,Rosuvastatin 20mg,other,11,930
2025-10-16,57237-0651-01,Ezetimibe 10mg,other,7,450
2025-10-16,57237-0661-01,Clopidogrel 75mg,other,9,630
2025-10-16,57237-0671-01,Warfarin 5mg,other,11,690
2025-10-16,57237-0681-01,Rivaroxaban 20mg,other,11,630
2025-10-16,57237-0691-01,Apixaban 5mg,other,6,360
2025-10-16,57237-0701-01,Spironolactone 25mg,other,8,480
2025-10-16,57237-0711-01,Clindamycin 300mg,other,7,154
2025-10-16,57237-0721-01,Nitrofurantoin 100mg,other,4,35
2025-10-16,57237-0731-01,Ciprofloxacin 500mg,other,3,38
2025-10-16,57237-0741-01,Metronidazole 500mg,other,3,63
2025-10-16,57237-0751-01,Valacyclovir 500mg,other,7,141
2025-10-16,57237-0761-01,Acyclovir 400mg,other,11,215
2025-10-16,57237-0771-01,Fluconazole 150mg,other,3,3
2025-10-16,57237-0781-01,Nystatin Oral Susp,other,3,3
2025-10-16,57237-0791-01,Latanoprost 0.005%,other,3,3
2025-10-16,57237-0801-01,Timolol 0.5% Eye,other,6,6
2025-10-16,57237-0811-01,Metoclopramide 10mg,other,3,90
2025-10-16,57237-0821-01,Dicyclomine 20mg,other,5,210
2025-10-16,57237-0831-01,Famotidine 40mg,other,10,600
2025-10-16,57237-0841-01,Lactulose Solution,other,2,2
2025-10-16,57237-0851-01,Polyethylene Glycol 3350,other,6,6
2025-10-16,57237-0871-01,Progesterone 200mg,other,4,120
2025-10-16,57237-0881-01,Estradiol 1mg,other,7,450
2025-10-16,57237-0891-01,Norethindrone/EE,other,5,140
2025-10-17,57237-0001-01,Metformin 500mg,chronic,33,1770
2025-10-17,57237-0002-01,Metformin 1000mg,chronic,18,1080
2025-10-17,57237-0011-01,Lisinopril 10mg,chronic,26,1320
2025-10-17,57237-0012-01,Lisinopril 20mg,chronic,15,930
2025-10-17,57237-0021-01,Atorvastatin 20mg,chronic,26,1860
2025-10-17,57237-0022-01,Atorvastatin 40mg,chronic,15,750
2025-10-17,57237-0031-01,Amlodipine 5mg,chronic,23,1410
2025-10-17,57237-0032-01,Amlodipine 10mg,chronic,9,630
2025-10-17,57237-0041-01,Omeprazole 20mg,chronic,22,1200
2025-10-17,57237-0042-01,Omeprazole 40mg,chronic,15,630
2025-10-17,57237-0051-01,Losartan 50mg,chronic,17,990
2025-10-17,57237-0052-01,Losartan 100mg,chronic,14,780
2025-10-17,57237-0061-01,Gabapentin 300mg,chronic,17,1530
2025-10-17,57237-0062-01,Gabapentin 600mg,chronic,10,900
2025-10-17,57237-0071-01,Levothyroxine 50mcg,chronic,14,840
2025-10-17,57237-0072-01,Levothyroxine 100mcg,chronic,9,390
2025-10-17,57237-0081-01,Metoprolol 25mg,chronic,14,720
2025-10-17,57237-0082-01,Metoprolol 50mg,chronic,12,660
2025-10-17,57237-0091-01,Sertraline 50mg,chronic,11,570
2025-10-17,57237-0092-01,Sertraline 100mg,chronic,13,750
2025-10-17,57237-0101-01,Escitalopram 10mg,chronic,16,900
2025-10-17,57237-0111-01,Bupropion SR 150mg,chronic,12,840
2025-10-17,57237-0121-01,Hydrochlorothiazide 25mg,chronic,20,1440
2025-10-17,57237-0131-01,Furosemide 40mg,chronic,9,510
2025-10-17,57237-0141-01,Carvedilol 6.25mg,chronic,11,750
2025-10-17,57237-0151-01,Pantoprazole 40mg,chronic,15,930
2025-10-17,57237-0161-01,Montelukast 10mg,chronic,19,870
2025-10-17,57237-0171-01,Glipizide 5mg,chronic,12,540
2025-10-17,57237-0181-01,Tamsulosin 0.4mg,chronic,7,450
2025-10-17,57237-0191-01,Alendronate 70mg,chronic,6,32
2025-10-17,57237-0201-01,Amoxicillin 500mg,seasonal,8,115
2025-10-17,57237-0202-01,Amoxicillin 875mg,seasonal,6,76
2025-10-17,57237-0211-01,Azithromycin 250mg,seasonal,2,12
2025-10-17,57237-0221-01,Albuterol Inhaler,seasonal,13,13
2025-10-17,57237-0231-01,Oseltamivir 75mg,seasonal,4,40
2025-10-17,57237-0241-01,Cetirizine 10mg,seasonal,14,960
2025-10-17,57237-0242-01,Loratadine 10mg,seasonal,10,480
2025-10-17,57237-0243-01,Fexofenadine 180mg,seasonal,9,510
2025-10-17,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,12,12
2025-10-17,57237-0261-01,Prednisone 20mg,seasonal,10,73
2025-10-17,57237-0271-01,Doxycycline 100mg,seasonal,4,63
2025-10-17,57237-0281-01,Cephalexin 500mg,seasonal,7,82
2025-10-17,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,6,68
2025-10-17,57237-0301-01,Promethazine 25mg,seasonal,6,80
2025-10-17,57237-0311-01,Ondansetron 4mg,seasonal,7,99
2025-10-17,57237-0401-01,Ibuprofen 600mg,other,11,510
2025-10-17,57237-0402-01,Ibuprofen 800mg,other,7,300
2025-10-17,57237-0411-01,Cyclobenzaprine 10mg,other,8,210
2025-10-17,57237-0421-01,Tramadol 50mg,other,7,270
2025-10-17,57237-0431-01,Oxycodone/APAP 5/325mg,other,3,80
2025-10-17,57237-0441-01,Methylprednisolone 4mg,other,1,21
2025-10-17,57237-0451-01,Clonazepam 0.5mg,other,8,480
2025-10-17,57237-0461-01,Alprazolam 0.5mg,other,3,210
2025-10-17,57237-0471-01,Zolpidem 10mg,other,4,120
2025-10-17,57237-0481-01,Hydroxyzine 25mg,other,6,270
2025-10-17,57237-0491-01,Linaclotide 145mcg,other,3,270
2025-10-17,57237-0501-01,Insulin Glargine U-100,other,5,11
2025-10-17,57237-0511-01,Insulin Aspart U-100,other,6,18
2025-10-17,57237-0521-01,Methotrexate 2.5mg,other,3,20
2025-10-17,57237-0531-01,Allopurinol 300mg,other,11,630
2025-10-17,57237-0541-01,Colchicine 0.6mg,other,7,360
2025-10-17,57237-0551-01,Finasteride 5mg,other,9,750
2025-10-17,57237-0561-01,Sildenafil 50mg,other,3,48
2025-10-17,57237-0571-01,Topiramate 25mg,other,8,540
2025-10-17,57237-0581-01,Quetiapine 25mg,other,8,480
2025-10-17,57237-0591-01,Aripiprazole 10mg,other,4,120
2025-10-17,57237-0601-01,Duloxetine 30mg,other,5,270
2025-10-17,57237-0611-01,Venlafaxine ER 75mg,other,10,540
2025-10-17,57237-0621-01,Memantine 10mg,other,2,90
2025-10-17,57237-0631-01,Donepezil 10mg,other,16,480
2025-10-17,57237-0641-01,Rosuvastatin 20mg,other,15,810
2025-10-17,57237-0651-01,Ezetimibe 10mg,other,6,360
2025-10-17,57237-0661-01,Clopidogrel 75mg,other,7,450
2025-10-17,57237-0671-01,Warfarin 5mg,other,7,330
